CONTRL:2:2:UN::;Syntax and service report message;UNH;M;1;UCI;M;1;SG1;C;999999;SG3;C;999999;UNT;M;1
CONTRL:2:2:UN::SG1;SG01;UCM;M;1;SG2;C;999
CONTRL:2:2:UN::SG2;SG02;UCS;M;1;UCD;C;99
CONTRL:2:2:UN::SG3;SG03;UCF;M;1;SG4;C;999999
CONTRL:2:2:UN::SG4;SG04;UCM;M;1;SG5;C;999
CONTRL:2:2:UN::SG5;SG05;UCS;M;1;UCD;C;99
